id_no,unique_number,name_en,name_fr,name_es,category,category_short,criteria_codes,criteria_count,country_en,country_fr,country_es,countries_en,countries_fr,countries_es,country_count,iso_code,udnp_code,region_en,transboundary,latitude,longitude,area_hectares,date_inscribed,site_age_years,in_danger,ever_in_danger,danger_since,danger_status,short_description,justification,unesco_url
933,2250,The Loire Valley between Sully-sur-Loire and Chalonnes,Val de Loire entre Sully-sur-Loire et Chalonnes,Valle del Loira entre Sully-sur-Loire y Chalonnes,Cultural,C,C1;C2;C4,3,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,47.39889,0.70278,86021.0,2000,26,False,False,,,"The Loire Valley is an outstanding cultural landscape of great beauty, containing historic towns and villages, great architectural monuments (the châteaux), and cultivated lands formed by many centuries of interaction between their population and the physical environment, primarily the river Loire itself.","Criterion (i): The Loire Valley is noteworthy for the quality of its architectural heritage, in its historic towns such as Blois, Chinon, Orléans, Saumur, and Tours, but in particular in its world-famous castles, such as the Château de Chambord. Criterion (ii): The Loire Valley is an outstanding cultural landscape along a major river which bears witness to an interchange of human values and to a harmonious development of interactions between human beings and their environment over two millennia. Criterion (iv): The landscape of the Loire Valley, and more particularly its many cultural monuments, illustrate to an exceptional degree the ideals of the Renaissance and the Age of the Enlightenment on western European thought and design.",https://whc.unesco.org/en/list/933/
1115,1531,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,Lagons de Nouvelle-Calédonie : diversité récifale et écosystèmes associés,Lagunas de Nueva Caledonia: diversidad de los arrecifes y ecosistemas conexos,Natural,N,N7;N9;N10,3,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,-20.41194444,164.5663889,1574300.0,2008,18,False,False,,,"This serial site comprises six marine clusters that represent the main diversity of coral reefs and associated ecosystems in the French Pacific Ocean archipelago of New Caledonia and one of the three most extensive reef systems in the world. These Lagoons are of exceptional natural beauty. They feature an exceptional diversity of coral and fish species and a continuum of habitats from mangroves to seagrasses with the world’s most diverse concentration of reef structures. The Lagoons of New Caledonia display intact ecosystems, with healthy populations of large predators, and a great number and diversity of big fish. They provide habitat to a number of emblematic or threatened marine species such as turtles, whales or dugongs whose population here is the third largest in the world.",,https://whc.unesco.org/en/list/1115/
1153,1848,"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape","Les Causses et les Cévennes, paysage culturel de l’agro-pastoralisme méditerranéen",Paisaje cultural agropastoral mediterráneo de Causses y Cévennes,Cultural,C,C3;C5,2,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,44.22027778,3.473055556,302319.0,2011,15,False,False,,,"This 302,319 ha property, in the southern part of central France, is a mountain landscape interspersed by deep valleys that is representative of the relationship between agro-pastoral systems and their biophysical environment, notably through drailles or drove roads. Villages and substantial stone farmhouses on deep terraces of the Causses reflect the organization of large abbeys from the 11th century. Mont Lozère, inside the property, is one of the last places where summer transhumance is still practiced in the traditional way, using the drailles.",,https://whc.unesco.org/en/list/1153/
1181,1358,"Le Havre, the City Rebuilt by Auguste Perret","Le Havre, la ville reconstruite par Auguste Perret",Le Havre – Ciudad reconstruida por Auguste Perret,Cultural,C,C2;C4,2,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,49.49278,0.1075,133.0,2005,21,False,False,,,"The city of Le Havre, on the English Channel in Normandy, was severely bombed during the Second World War. The destroyed area was rebuilt according to the plan of a team headed by Auguste Perret, from 1945 to 1964. The site forms the administrative, commercial and cultural centre of Le Havre. Le Havre is exceptional among many reconstructed cities for its unity and integrity. It combines a reflection of the earlier pattern of the town and its extant historic structures with the new ideas of town planning and construction technology. It is an outstanding post-war example of urban planning and architecture based on the unity of methodology and the use of prefabrication, the systematic utilization of a modular grid, and the innovative exploitation of the potential of concrete.","Criterion (ii): The post-war reconstruction plan of Le Havre is an outstanding example and a landmark of the integration of urban planning traditions and a pioneer implementation of modern developments in architecture, technology, and town planning. Criterion (iv): Le Havre is an outstanding post-war example of urban planning and architecture based on the unity of methodology and system of prefabrication, the systematic use of a modular grid and the innovative exploitation of the potential of concrete.",https://whc.unesco.org/en/list/1181/
1256,1433,"Bordeaux, Port of the Moon","Bordeaux, Port de la Lune",Centro histórico de Burdeos - Puerto de la Luna,Cultural,C,C2;C4,2,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,44.83888889,-0.572222222,1731.0,2007,19,False,False,,,"The Port of the Moon, port city of Bordeaux in south-west France, is inscribed as an inhabited historic city, an outstanding urban and architectural ensemble, created in the age of the Enlightenment, whose values continued up to the first half of the 20th century, with more protected buildings than any other French city except Paris. It is also recognized for its historic role as a place of exchange of cultural values over more than 2,000 years, particularly since the 12th century due to commercial links with Britain and the Low Lands. Urban plans and architectural ensembles of the early 18th century onwards place the city as an outstanding example of innovative classical and neoclassical trends and give it an exceptional urban and architectural unity and coherence. Its urban form represents the success of philosophers who wanted to make towns into melting pots of humanism, universality and culture.",,https://whc.unesco.org/en/list/1256/
1283,1514,Fortifications of Vauban,Fortifications de Vauban,Fortificaciones de Vauban,Cultural,C,C1;C2;C4,3,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,47.23611111,6.026944444,1153.16,2008,18,False,False,,,"Fortifications of Vauban consists of 12 groups of fortified buildings and sites along the western, northern and eastern borders of France. They represent the finest examples of the work of Sébastien Le Prestre de Vauban (1633-1707), a military engineer of King Louis XIV. The serial property includes towns built from scratch by Vauban, citadels, urban bastion walls and bastion towers. There are also mountain forts, sea forts, a mountain battery and two mountain communication structures. This property is inscribed as bearing witness to the peak of classic fortifications, typical of western military architecture. Vauban also played a major role in the history of fortification in Europe and on other continents until the mid-19th century.",,https://whc.unesco.org/en/list/1283/
1317,1604,"Pitons, cirques and remparts of Reunion Island","Pitons, cirques et remparts de l’île de la Réunion","Pitones, circos y escarpaduras de la Isla de la Reunión",Natural,N,N7;N10,2,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,-21.09944444,55.48,105838.0,2010,16,False,False,,,"The Pitons, cirques and remparts of Reunion Island site coincides with the core zone of La Réunion National Park. The property covers more than 100,000 ha or 40 % of La Réunion, an island comprising two adjoining volcanic massifs located in the south-west of the Indian Ocean. Dominated by two towering volcanic peaks, massive walls and three cliff-rimmed cirques, the property includes a great variety of rugged terrain and impressive escarpments, forested gorges and basins creating a visually striking landscape. It is the natural habitat for a wide diversity of plants, presenting a high level of endemism. There are subtropical rainforests, cloud forests and heaths creating a remarkable and visually appealing mosaic of ecosystems and landscape features.",,https://whc.unesco.org/en/list/1317/
1337,1663,Episcopal City of Albi,Cité épiscopale d'Albi,Ciudad episcopal de Albi,Cultural,C,C4;C5,2,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,43.92916667,2.144166667,19.47,2010,16,False,False,,,"On the banks of the Tarn river in south-west France, the old city of Albi reflects the culmination of a medieval architectural and urban ensemble. Today the Old Bridge (Pont-Vieux), the Saint-Salvi quarter and its church are testimony to its initial development (10th -11th centuries). Following the Albigensian Crusade against the Cathar heretics (13th century) it became a powerful episcopal city. Built in a unique southern French Gothic style from local brick in characteristic red and orange colours, the lofty fortified Cathedral (late 13th century) dominates the city, demonstrating the power regained by the Roman Catholic clergy. Alongside the Cathedral is the vast bishop’s Palais de la Berbie, overlooking the river and surrounded by residential quarters that date back to the Middle Ages. The Episcopal City of Albi forms a coherent and homogeneous ensemble of monuments and quarters that has remained largely unchanged over the centuries.",,https://whc.unesco.org/en/list/1337/
1360,1776,Nord-Pas de Calais Mining Basin,Bassin minier du Nord-Pas de Calais,Cuenca minera de la región Nord-Pas de Calais,Cultural,C,C2;C4;C6,3,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,50.4625,3.546111111,3943.0,2012,14,False,False,,,"Remarkable as a landscape shaped over three centuries of coal extraction from the 1700s to the 1900s, the site consists of 109 separate components over 120,000 ha. It features mining pits (the oldest of which dates from 1850) and lift infrastructure, slag heaps (some of which cover 90 ha and exceed 140 m in height), coal transport infrastructure, railway stations, workers’ estates and mining villages including social habitat, schools, religious buildings, health and community facilities, company premises, owners and managers’ houses, town halls and more. The site bears testimony to the quest to create model workers’ cities from the mid 19th century to the 1960s and further illustrates a significant period in the history of industrial Europe. It documents the living conditions of workers and the solidarity to which it gave rise.",,https://whc.unesco.org/en/list/1360/
1425,2016,"The Climats, terroirs of Burgundy",Les Climats du vignoble de Bourgogne,Pagos de viñedos de Borgoña,Cultural,C,C3;C5,2,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,47.05805556,4.864444444,13219.0,2015,11,False,False,,,"The climates are precisely delimited vineyard parcels on the slopes of the Côte de Nuits and the Côte de Beaune south of the city of Dijon. They differ from one another due to specific natural conditions (geology and exposure) as well as vine types and have been shaped by human cultivation. Over time they came to be recognized by the wine they produce. This cultural landscape consists of two parts. Firstly, the vineyards and associated production units including villages and the town of Beaune, which together represent the commercial dimension of the production system. The second part includes the historic centre of Dijon, which embodies the political regulatory impetus that gave birth to the climats system. The site is an outstanding example of grape cultivation and wine production developed since the High Middle Ages.",,https://whc.unesco.org/en/list/1425/
1426,1974,"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche","Grotte ornée du Pont-d’Arc, dite Grotte Chauvet-Pont-d’Arc, Ardèche","Gruta ornamentada de Pont d’Arc, denominada Gruta Chauvet-Pont d’Arc (Departamento del Ardèche, Francia)",Cultural,C,C1;C3,2,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,44.3875,4.416111111,9.0,2014,12,False,False,,,"Located in a limestone plateau of the Ardèche River in southern France, the property contains the earliest-known and best-preserved figurative drawings in the world, dating back as early as the Aurignacian period (30,000–32,000 BP), making it an exceptional testimony of prehistoric art. The cave was closed off by a rock fall approximately 20,000 years BP and remained sealed until its discovery in 1994, which helped to keep it in pristine condition. Over 1,000 images have so far been inventoried on its walls, combining a variety of anthropomorphic and animal motifs. Of exceptional aesthetic quality, they demonstrate a range of techniques including the skilful use of shading, combinations of paint and engraving, anatomical precision, three-dimensionality and movement. They include several dangerous animal species difficult to observe at that time, such as mammoth, bear, cave lion, rhino, bison and auroch, as well as 4,000 inventoried remains of prehistoric fauna and a variety of human footprints.",,https://whc.unesco.org/en/list/1426/
1434,2257,Chaîne des Puys - Limagne fault tectonic arena,Haut lieu tectonique Chaîne des Puys - faille de Limagne,Sitio tectónico de la cadena volcánica de los Puys y la falla de Limagne,Natural,N,N8,1,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,45.77938889,2.965111111,24223.0,2018,8,False,False,,,"Situated in the centre of France, the property comprises the long Limagne fault, the alignments of the Chaîne des Puys volcanoes and the inverted relief of the Montagne de la Serre. It is an emblematic segment of the West European Rift, created in the aftermath of the formation of the Alps, 35 million years ago. The geological features of the property demonstrate how the continental crust cracks, then collapses, allowing deep magma to rise and cause uplifting at the surface. The property is an exceptional illustration of continental break-up – or rifting – which is one of the five major stages of plate tectonics.",,https://whc.unesco.org/en/list/1434/
1465,2026,"Champagne Hillsides, Houses and Cellars","Coteaux, Maisons et Caves de Champagne","Viñedos, casas y bodegas de Champaña",Cultural,C,C3;C4;C6,3,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,49.0775,3.946111111,1101.72,2015,11,False,False,,,"The property encompasses sites where the method of producing sparkling wines was developed on the principle of secondary fermentation in the bottle since the early 17 th century to its early industrialization in the 19 th century. The property is made up of three distinct ensembles: the historic vineyards of Hautvillers, Aÿ and Mareuil-sur-Aÿ, Saint-Nicaise Hill in Reims, and the Avenue de Champagne and Fort Chabrol in Epernay. These three components – the supply basin formed by the historic hillsides, the production sites (with their underground cellars) and the sales and distribution centres (the Champagne Houses) - illustrate the entire champagne production process. The property bears clear testimony to the development of a very specialized artisan activity that has become an agro-industrial enterprise.",,https://whc.unesco.org/en/list/1465/
1529,2155,Taputapuātea,Taputapuātea,Taputapuātea,Cultural,C,C3;C4;C6,3,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,-16.8414,-151.3723778,2124.0,2017,9,False,False,,,"Taputapuātea on Ra’iātea Island is at the centre of the ‘Polynesian Triangle’, a vast portion of the Pacific Ocean, dotted with islands, and the last part of the globe to be settled by humans. The property includes two forested valleys, a portion of lagoon and coral reef and a strip of open ocean. At the heart of the property is the Taputapuātea marae complex, a political, ceremonial and funerary centre. It is characterized by several marae, with different functions. Widespread in Polynesia, the marae were places where the world of the living intersected the world of the ancestors and the gods. Taputapuātea is an exceptional testimony to 1,000 years of mā'ohi civilization .",,https://whc.unesco.org/en/list/1529/
1569,2473,The Maison Carrée of Nîmes,La Maison Carrée de Nîmes,La Maison Carrée de Nîmes,Cultural,C,C4,1,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,43.83822222,4.356194444,0.0474,2023,3,False,False,,,"Built in the 1st century AD in the Roman colony of Nemausus – today’s city of Nîmes in the Occitanie region– the Maison Carrée is one of the earliest examples of a Roman temple which can be connected to the imperial worship in the provinces of Rome. Dedicated to the presumptive heirs of Augustus, the princes of Youth, prematurely deceased, this building confirmed the control of Rome on the conquered territory while expressing in a symbolic way the allegiance and attachment of the people from the city of Nemausus to Augustus’ dynasty. The architecture of the Maison Carrée and its sophisticated decoration took part, symbolically, in the dissemination of Augustus ideologic program which turned the Ancient Rome from republic to empire, thus opening a new golden age bearer of promises of peace, prosperity and stability known by the name of Pax Romana .",,https://whc.unesco.org/en/list/1569/
1603,2570,French Austral Lands and Seas,Terres et mers australes françaises,Territorios y mares australes franceses,Natural,N,N7;N9;N10,3,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,-49.38036111,69.35280556,166267100.0,2019,7,False,False,,,"The French Austral Lands and Seas comprise the largest of the rare emerged landmasses in the southern Indian Ocean: the Crozet Archipelago, the Kerguelen Islands, Saint-Paul and Amsterdam Islands as well as 60 small sub-Antarctic islands. This ‘oasis’ in the middle of the Southern Ocean covers an area of more than 166 million ha and supports one of the highest concentrations of birds and marine mammals in the world. In particular, it has the largest population of King Penguins and Yellow-nosed albatrosses in the world. The remoteness of these islands from centres of human activity makes them extremely well-preserved showcases of biological evolution and a unique terrain for scientific research.",,https://whc.unesco.org/en/list/1603/
1625,2349,Cordouan Lighthouse,Le phare de Cordouan,Faro de Cordouan,Cultural,C,C1;C4,2,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,45.58630556,-1.173333333,23582.0,2021,5,False,False,,,"The Lighthouse of Cordouan rises up on a shallow rocky plateau in the Atlantic Ocean at the mouth of the Gironde estuary in the Nouvelle-Aquitaine region, in a highly exposed and hostile environment. Built in white limestone dressed blocks at the turn of the 16th and 17th centuries, it was designed by engineer Louis de Foix and remodelled by engineer Joseph Teulère in the late 18th century. A masterpiece of maritime signalling, Cordouan’s monumental tower is decorated with pilasters, columns modillions and gargoyles. It embodies the great stages of the architectural and technological history of lighthouses and was built with the ambition of continuing the tradition of famous beacons of antiquity, illustrating the art of building lighthouses in a period of renewed navigation, when beacons played an important role as territorial markers and as instruments of safety. Finally, the increase of its height, in the late 18th century, and the changes to its light chamber, attest to the progress of science and technology of the period. Its architectural forms drew inspiration from ancient models, Renaissance Mannerism and the specific architectural language of France’s engineering school École des Ponts et Chaussées .",,https://whc.unesco.org/en/list/1625/
1635,2373,"Nice, Winter Resort Town of the Riviera","Nice, la ville de la villégiature d’hiver de riviera","Niza, ciudad balnearia de invierno de la Riviera",Cultural,C,C2,1,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,43.70169444,7.272305556,522.0,2021,5,False,False,,,"Nice, located on the Mediterranean, at the foot of the Alps, near the Italian border, in the Provence-Alpes-Côte d’Azur region, reflects the development of a city devoted to winter tourism, making the most of its mild climate and its coastal situation, between sea and mountains. From the mid-18th century, the site attracted growing numbers of aristocratic and upper-class families, mainly British, who developed the habit of spending their winters there. In 1832, Nice, then part of the Kingdom of Sardinia, set up the “Consiglio d’Ornato” which drew up a city planning scheme and architectural requirements designed to make the city attractive to foreigners. Thus, the “Camin dei Ingles”, a modest path which had been created along the coastline by British winter visitors in 1824, subsequently became the prestigious Promenade des Anglais. After the city was ceded to France in 1860, and thanks to its connection to the European rail network, an increasing number of winter visitors from all countries flocked to the city. This led to successive phases of development of new districts beyond the medieval old town. The diverse cultural influences of the winter visitors and the desire to make the most of the weather conditions and the coastal landscape have shaped the urban development and eclectic architectural styles of these districts, contributing to Nice’s reputation as a cosmopolitan winter resort.",,https://whc.unesco.org/en/list/1635/
1657,2422,Volcanoes and Forests of Mount Pelée and the Pitons of Northern Martinique,Volcans et forêts de la Montagne Pelée et des pitons du nord de la Martinique,Volcanes y bosques de la Montaña Pelada y pitones del Norte de Martinica,Natural,N,N8;N10,2,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,14.82330278,-61.17586111,13980.0,2023,3,False,False,,,"The global significance of Mount Pelée and Pitons du Carbet is based on its representation of volcanic processes and forest types. The 1902 eruption is considered the deadliest volcanic event of the 20th century, and a worldwide reference for the history of volcanology. All the forest types and the diversity of endemic plants of the Lesser Antilles are represented in the serial property, within forest continuums ranging from the seashore to the volcanic summits. The property is home to globally threatened species such as the Martinique Volcano Frog ( Allobates chalcopis ) and the Martinique Oriole ( Icterus bonana ), two strict endemics.",,https://whc.unesco.org/en/list/1657/
1707,2525,Te Henua Enata – The Marquesas Islands,Te Henua Enata – Les îles Marquises,Te Henua Enata - Las islas Marquesas,Mixed,C/N,C3;C6;N7;N9;N10,5,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,-7.969894444,-140.6460475,345749.0,2024,2,False,False,,,"Located in the South Pacific Ocean, this mixed serial property bears an exceptional testimony to the territorial occupation of the Marquesas archipelago by a human civilisation that arrived by sea around the year 1000 CE and developed on these isolated islands between the 10th and the 19th centuries. It is also a hotspot of biodiversity that combines irreplaceable and exceptionally well conserved marine and terrestrial ecosystems. Marked by sharp ridges, impressive peaks and cliffs rising abruptly above the ocean, the landscapes of the archipelago are unparalleled in these tropical latitudes. The archipelago is a major centre of endemism, home to rare and diverse flora, a diversity of emblematic marine species, and one of the most diverse seabird assemblages in the South Pacific. Virtually free from human exploitation, Marquesan waters are among the world’s last marine wilderness areas. The property also includes archaeological sites ranging from monumental dry-stone structures to lithic sculptures and engravings.",,https://whc.unesco.org/en/list/1707/
1725,2578,Megaliths of Carnac and of the shores of Morbihan,Mégalithes de Carnac et des rives du Morbihan,Megalitos de Carnac y de las costas de Morbihan,Cultural,C,C1;C4,2,France,France,Francia,France,France,Francia,1,fr,fra,Europe and North America,False,47.61611111,-3.087222222,19598.0,2025,1,False,False,,,"This serial property in Brittany, France, features a dense concentration of megalithic structures built during the Neolithic period (c. 5000–2300 BCE), carefully aligned with the area’s unique geomorphology. These monumental stone constructions—arranged in relation to one another and to natural features like terrain and waterways—reflect a sophisticated understanding of the environment. Rich engravings and associated artifacts further illustrate the cultural complexity of the societies that inhabited this part of the European Atlantic coast.",,https://whc.unesco.org/en/list/1725/
1147,1547,Ecosystem and Relict Cultural Landscape of Lopé-Okanda,Ecosystème et paysage culturel relique de Lopé-Okanda,Ecosistema y Paisaje Cultural Arcaico de Lopé-Okanda,Mixed,C/N,C3;C4;N9;N10,4,Gabon,Gabon,Gabón,Gabon,Gabon,Gabón,1,ga,gab,Africa,False,-0.5,11.5,511991.0,2007,19,False,False,,,"The Ecosystem and Relict Cultural Landscape of Lopé-Okanda demonstrates an unusual interface between dense and well-conserved tropical rainforest and relict savannah environments with a great diversity of species, including endangered large mammals, and habitats. The site illustrates ecological and biological processes in terms of species and habitat adaptation to post-glacial climatic changes. It contains evidence of the successive passages of different peoples who have left extensive and comparatively well-preserved remains of habitation around hilltops, caves and shelters, evidence of iron-working and a remarkable collection of some 1,800 petroglyphs (rock carvings). The property’s collection of Neolithic and Iron Age sites, together with the rock art found there, reflects a major migration route of Bantu and other peoples from West Africa along the River Ogooué valley to the north of the dense evergreen Congo forests and to central east and southern Africa, that has shaped the development of the whole of sub-Saharan Africa.",,https://whc.unesco.org/en/list/1147/
1653,2397,Ivindo National Park,Parc national de l’Ivindo,Parque Nacional de Ivindo,Natural,N,N9;N10,2,Gabon,Gabon,Gabón,Gabon,Gabon,Gabón,1,ga,gab,Africa,False,0.113,12.648,298758.0,2021,5,False,False,,,"Situated on the equator in northern Gabon the largely pristine site encompasses an area of almost 300,000 ha crossed by a network of picturesque blackwater rivers. It features rapids and waterfalls bordered by intact rainforest, which make for a landscape of great aesthetic value. The site’s aquatic habitats harbour endemic freshwater fish species, 13 of which are threatened, and at least seven species of Podostemaceae riverweeds, with probable micro-endemic aquatic flora at each waterfall. Many fish species in the property are yet to be described and parts of the site have hardly been investigated. Critically Endangered Slender-snouted Crocodiles (Mecistops cataphractus) find shelter in Ivindo National Park which also boasts biogeographically unique Caesalpinioideae old-growth forests of high conservation value, supporting, for instance, a very high diversity of butterflies alongside threatened flagship mammals and avian fauna such as the Critically Endangered Forest Elephant (Loxodonta cyclotis), Western Lowland Gorilla (Gorilla gorilla), the Endangered Chimpanzee (Pan troglodytes) and Grey Parrot (Psittacus erithacus) as well as the Vulnerable Grey-necked Rockfowl (Picathartes oreas), Mandrill (Mandrillus sphinx), Leopard (Panthera pardus), and African Golden Cat (Caracal aurata), and three species of Pangolin (Manidae spp.).",,https://whc.unesco.org/en/list/1653/
761,897,Kunta Kinteh Island and Related Sites,Île Kunta Kinteh et sites associés,Isla James y sitios anejos,Cultural,C,C3;C6,2,Gambia,Gambie,Gambia,Gambia,Gambie,Gambia,1,gm,gmb,Africa,False,13.31616667,-16.35719444,7.5981,2003,23,False,False,,,"James Island and Related Sites present a testimony to the main periods and facets of the encounter between Africa and Europe along the River Gambia, a continuum stretching from pre-colonial and pre-slavery times to independence. The site is particularly significant for its relation to the beginning of the slave trade and its abolition. It also documents early access to the interior of Africa.","Criterion iii: James Island and Related Sites on the River Gambia provide an exceptional testimony to the different facets of the African-European encounter, from the 15th to 20th centuries. The River Gambia formed the first trade route into the interior of Africa and became an early corridor for the slave trade. Criterion vi: James Island and Related Sites, the villages and the batteries, were directly and tangibly associated with the beginning and the conclusion of the slave trade, retaining its memory related to the African Diaspora.",https://whc.unesco.org/en/list/761/
708,2251,Historical Monuments of Mtskheta,Monuments historiques de Mtskheta,Monumentos históricos de Mtskheta,Cultural,C,C3;C4,2,Georgia,Géorgie,Georgia,Georgia,Géorgie,Georgia,1,ge,geo,Europe and North America,False,41.84227778,44.72102778,3.85,1994,32,False,True,,P 2009-2016,"The historic churches of Mtskheta, former capital of Georgia, are outstanding examples of medieval religious architecture in the Caucasus. They show the high artistic and cultural level attained by this ancient kingdom.",,https://whc.unesco.org/en/list/708/
709,839,Upper Svaneti,Haut Svaneti,Alto Svaneti,Cultural,C,C4;C5,2,Georgia,Géorgie,Georgia,Georgia,Géorgie,Georgia,1,ge,geo,Europe and North America,False,42.914,43.009,1.06,1996,30,False,False,,,"Preserved by its long isolation, the Upper Svaneti region of the Caucasus is an exceptional example of mountain scenery with medieval-type villages and tower-houses. The village of Chazhashi still has more than 200 of these very unusual houses, which were used both as dwellings and as defence posts against the invaders who plagued the region.","The Committee decided to inscribe the nominated property on the basis of cultural criteria (iv) and (v), considering that the region of Upper Svaneti is of outstanding universal value being an exceptional landscape that has preserved to a remarkable degree its original medieval appearance, notable for the distribution, form, and architecture of its human settlements.",https://whc.unesco.org/en/list/709/
710,2243,Gelati Monastery,Monastère de Ghélati,Monasterio de Ghelati,Cultural,C,C4,1,Georgia,Géorgie,Georgia,Georgia,Géorgie,Georgia,1,ge,geo,Europe and North America,False,42.29472222,42.76833333,4.2,1994,32,False,True,,P 2010-2017,"Founded in 1106 in the west of Georgia, the Monastery of Gelati is a masterpiece of the Golden Age of medieval Georgia, a period of political strength and economic growth between the 11th and 13th centuries. It is characterized by the facades of smoothly hewn large blocks, balanced proportions and blind arches for exterior decoration. The Gelati monastery, one of the largest medieval Orthodox monasteries, was also a centre of science and education and the Academy it housed was one of the most important centres of culture in ancient Georgia.",,https://whc.unesco.org/en/list/710/
1616,2567,Colchic Rainforests and Wetlands,Forêts pluviales et zones humides de Colchide,Bosques pluviales y zonas húmedas de la Cólquida,Natural,N,N9;N10,2,Georgia,Géorgie,Georgia,Georgia,Géorgie,Georgia,1,ge,geo,Europe and North America,False,41.70227778,41.9512,31253.0,2021,5,False,False,,,"The property comprises seven component parts, within an 80km long corridor along the warm-temperate and extremely humid eastern coast of the Black Sea. They provide a series of the most typical Colchic ecosystems at altitudes ranging from sea level to more than 2,500 metres above it. The main ecosystems are ancient deciduous Colchic rainforests and wetlands, percolation bogs and other mire types of the distinct Colchic mire region. The extremely humid broad-leaved rainforests comprise a highly diverse flora and fauna, with very high densities of endemic and relict species, with significant numbers of globally threatened species and relict species, which survived the glacial cycles of the Tertiary. The site is home to approximately 1,100 species of vascular and non-vascular plants, including 44 threatened vascular plan species, and almost 500 species of vertebrates, and a high number of invertebrate species. The site also harbours 19 threatened animal species including sturgeon, notably the critically endangered Colchic Sturgeon. It is a key stopover for many globally threatened birds that migrate through the Batumi bottleneck.",,https://whc.unesco.org/en/list/1616/
3,1953,Aachen Cathedral,Cathédrale d'Aix-la-Chapelle,Catedral de Aquisgrán,Cultural,C,C1;C2;C4;C6,4,Germany,Allemagne,Alemania,Germany,Allemagne,Alemania,1,de,deu,Europe and North America,False,50.77474685,6.083919968,0.2,1978,48,False,False,,,"Construction of this palatine chapel, with its octagonal basilica and cupola, began c. 790–800 under the Emperor Charlemagne. Originally inspired by the churches of the Eastern part of the Holy Roman Empire, it was splendidly enlarged in the Middle Ages.",,https://whc.unesco.org/en/list/3/
168,186,Speyer Cathedral,Cathédrale de Spire,Catedral de Spira,Cultural,C,C2,1,Germany,Allemagne,Alemania,Germany,Allemagne,Alemania,1,de,deu,Europe and North America,False,49.31722222,8.442388889,0.558,1981,45,False,False,,,"Speyer Cathedral, a basilica with four towers and two domes, was founded by Conrad II in 1030 and remodelled at the end of the 11th century. It is one of the most important Romanesque monuments from the time of the Holy Roman Empire. The cathedral was the burial place of the German emperors for almost 300 years.",,https://whc.unesco.org/en/list/168/
169,1735,Würzburg Residence with the Court Gardens and Residence Square,Résidence de Wurtzbourg avec les jardins de la Cour et la place de la Résidence,"Residencia de Wurzburgo, jardines de la corte y Plaza de la Residencia",Cultural,C,C1;C4,2,Germany,Allemagne,Alemania,Germany,Allemagne,Alemania,1,de,deu,Europe and North America,False,49.79278,9.93889,14.77,1981,45,False,False,,,"This magnificent Baroque palace – one of the largest and most beautiful in Germany and surrounded by wonderful gardens – was created under the patronage of the prince-bishops Lothar Franz and Friedrich Carl von Schönborn. It was built and decorated in the 18th century by an international team of architects, painters (including Tiepolo), sculptors and stucco-workers, led by Balthasar Neumann.",,https://whc.unesco.org/en/list/169/
187,1627,St Mary's Cathedral and St Michael's Church at Hildesheim,Cathédrale Sainte-Marie et église Saint-Michel d'Hildesheim,Catedral de Santa María e iglesia de San Miguel de Hildesheim,Cultural,C,C1;C2;C3,3,Germany,Allemagne,Alemania,Germany,Allemagne,Alemania,1,de,deu,Europe and North America,False,52.15278,9.94389,0.58,1985,41,False,False,,,"St Michael's Church was built between 1010 and 1020 on a symmetrical plan with two apses that was characteristic of Ottonian Romanesque art in Old Saxony. Its interior, in particular the wooden ceiling and painted stucco-work, its famous bronze doors and the Bernward bronze column, are – together with the treasures of St Mary's Cathedral – of exceptional interest as examples of the Romanesque churches of the Holy Roman Empire.",,https://whc.unesco.org/en/list/187/
